"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","CPI","TOT","IDX2015","A","2004",79.425,
"CZE","CPI","TOT","IDX2015","A","2005",80.9,
"CZE","CPI","TOT","IDX2015","A","2006",82.95,
"CZE","CPI","TOT","IDX2015","A","2007",85.31667,
"CZE","CPI","TOT","IDX2015","A","2008",90.74167,
"CZE","CPI","TOT","IDX2015","A","2009",91.66666,
"CZE","CPI","TOT","IDX2015","A","2010",93.01667,
"CZE","CPI","TOT","IDX2015","A","2011",94.8,
"CZE","CPI","TOT","IDX2015","A","2012",97.91666,
"CZE","CPI","TOT","IDX2015","A","2013",99.325,
"CZE","CPI","TOT","IDX2015","A","2014",99.66666,
"CZE","CPI","TOT","IDX2015","A","2015",99.975,
"CZE","CPI","TOT","IDX2015","A","2016",100.6583,
"CZE","CPI","TOT","IDX2015","A","2017",103.125,
"CZE","CPI","TOT","IDX2015","A","2018",105.3417,
"CZE","CPI","TOT","IDX2015","A","2019",108.3417,
"CZE","CPI","TOT","IDX2015","A","2020",111.7667,
"CZE","CPI","TOT","IDX2015","A","2021",116.0583,
"DNK","CPI","TOT","IDX2015","A","2000",76.24255,
"DNK","CPI","TOT","IDX2015","A","2001",78.025,
"DNK","CPI","TOT","IDX2015","A","2002",79.91666,
"DNK","CPI","TOT","IDX2015","A","2003",81.575,
"DNK","CPI","TOT","IDX2015","A","2004",82.51667,
"DNK","CPI","TOT","IDX2015","A","2005",84.01667,
"DNK","CPI","TOT","IDX2015","A","2006",85.63333,
"DNK","CPI","TOT","IDX2015","A","2007",87.08334,
"DNK","CPI","TOT","IDX2015","A","2008",90.05833,
"DNK","CPI","TOT","IDX2015","A","2009",91.23333,
"DNK","CPI","TOT","IDX2015","A","2010",93.34167,
"DNK","CPI","TOT","IDX2015","A","2011",95.91666,
"DNK","CPI","TOT","IDX2015","A","2012",98.21667,
"DNK","CPI","TOT","IDX2015","A","2013",98.99167,
"DNK","CPI","TOT","IDX2015","A","2014",99.55,
"DNK","CPI","TOT","IDX2015","A","2015",100,
"DNK","CPI","TOT","IDX2015","A","2016",100.25,
"DNK","CPI","TOT","IDX2015","A","2017",101.4,
"DNK","CPI","TOT","IDX2015","A","2018",102.225,
"DNK","CPI","TOT","IDX2015","A","2019",103,
"DNK","CPI","TOT","IDX2015","A","2020",103.4333,
"DNK","CPI","TOT","IDX2015","A","2021",105.35,
"FIN","CPI","TOT","IDX2015","A","2000",79.12543,
"FIN","CPI","TOT","IDX2015","A","2001",81.16563,
"FIN","CPI","TOT","IDX2015","A","2002",82.44093,
"FIN","CPI","TOT","IDX2015","A","2003",83.1643,
"FIN","CPI","TOT","IDX2015","A","2004",83.31992,
"FIN","CPI","TOT","IDX2015","A","2005",83.83973,
"FIN","CPI","TOT","IDX2015","A","2006",85.15321,
"FIN","CPI","TOT","IDX2015","A","2007",87.29113,
"FIN","CPI","TOT","IDX2015","A","2008",90.84034,
"FIN","CPI","TOT","IDX2015","A","2009",90.84034,
"FIN","CPI","TOT","IDX2015","A","2010",91.91602,
"FIN","CPI","TOT","IDX2015","A","2011",95.05661,
"FIN","CPI","TOT","IDX2015","A","2012",97.72611,
"FIN","CPI","TOT","IDX2015","A","2013",99.17079,
"FIN","CPI","TOT","IDX2015","A","2014",100.2034,
"FIN","CPI","TOT","IDX2015","A","2015",99.995,
"FIN","CPI","TOT","IDX2015","A","2016",100.3517,
"FIN","CPI","TOT","IDX2015","A","2017",101.1083,
"FIN","CPI","TOT","IDX2015","A","2018",102.2042,
"FIN","CPI","TOT","IDX2015","A","2019",103.2508,
"FIN","CPI","TOT","IDX2015","A","2020",103.5508,
"FIN","CPI","TOT","IDX2015","A","2021",105.8233,
"FRA","CPI","TOT","IDX2015","A","2000",79.92917,
"FRA","CPI","TOT","IDX2015","A","2001",81.23583,
"FRA","CPI","TOT","IDX2015","A","2002",82.79833,
"FRA","CPI","TOT","IDX2015","A","2003",84.53584,
"FRA","CPI","TOT","IDX2015","A","2004",86.34666,
"FRA","CPI","TOT","IDX2015","A","2005",87.85416,
"FRA","CPI","TOT","IDX2015","A","2006",89.32584,
"FRA","CPI","TOT","IDX2015","A","2007",90.655,
"FRA","CPI","TOT","IDX2015","A","2008",93.205,
"FRA","CPI","TOT","IDX2015","A","2009",93.28667,
"FRA","CPI","TOT","IDX2015","A","2010",94.715,
"FRA","CPI","TOT","IDX2015","A","2011",96.715,
"FRA","CPI","TOT","IDX2015","A","2012",98.605,
"FRA","CPI","TOT","IDX2015","A","2013",99.45667,
"FRA","CPI","TOT","IDX2015","A","2014",99.96167,
"FRA","CPI","TOT","IDX2015","A","2015",99.99917,
"FRA","CPI","TOT","IDX2015","A","2016",100.1825,
"FRA","CPI","TOT","IDX2015","A","2017",101.2167,
"FRA","CPI","TOT","IDX2015","A","2018",103.09,
"FRA","CPI","TOT","IDX2015","A","2019",104.2325,
"FRA","CPI","TOT","IDX2015","A","2020",104.7292,
"FRA","CPI","TOT","IDX2015","A","2021",106.4492,
"DEU","CPI","TOT","IDX2015","A","2000",79.94353,
"DEU","CPI","TOT","IDX2015","A","2001",81.52949,
"DEU","CPI","TOT","IDX2015","A","2002",82.68787,
"DEU","CPI","TOT","IDX2015","A","2003",83.54305,
"DEU","CPI","TOT","IDX2015","A","2004",84.93465,
"DEU","CPI","TOT","IDX2015","A","2005",86.24851,
"DEU","CPI","TOT","IDX2015","A","2006",87.60902,
"DEU","CPI","TOT","IDX2015","A","2007",89.62257,
"DEU","CPI","TOT","IDX2015","A","2008",91.9782,
"DEU","CPI","TOT","IDX2015","A","2009",92.26585,
"DEU","CPI","TOT","IDX2015","A","2010",93.28429,
"DEU","CPI","TOT","IDX2015","A","2011",95.2201,
"DEU","CPI","TOT","IDX2015","A","2012",97.13258,
"DEU","CPI","TOT","IDX2015","A","2013",98.59416,
"DEU","CPI","TOT","IDX2015","A","2014",99.48821,
"DEU","CPI","TOT","IDX2015","A","2015",100,
"DEU","CPI","TOT","IDX2015","A","2016",100.4917,
"DEU","CPI","TOT","IDX2015","A","2017",102.0087,
"DEU","CPI","TOT","IDX2015","A","2018",103.7756,
"DEU","CPI","TOT","IDX2015","A","2019",105.2759,
"DEU","CPI","TOT","IDX2015","A","2020",105.8093,
"DEU","CPI","TOT","IDX2015","A","2021",109.1349,
"GRC","CPI","TOT","IDX2015","A","2000",71.64864,
"GRC","CPI","TOT","IDX2015","A","2001",74.06605,
"GRC","CPI","TOT","IDX2015","A","2002",76.75417,
"GRC","CPI","TOT","IDX2015","A","2003",79.4641,
"GRC","CPI","TOT","IDX2015","A","2004",81.76764,
"GRC","CPI","TOT","IDX2015","A","2005",84.66636,
"GRC","CPI","TOT","IDX2015","A","2006",87.37225,
"GRC","CPI","TOT","IDX2015","A","2007",89.90168,
"GRC","CPI","TOT","IDX2015","A","2008",93.63511,
"GRC","CPI","TOT","IDX2015","A","2009",94.76817,
"GRC","CPI","TOT","IDX2015","A","2010",99.23457,
"GRC","CPI","TOT","IDX2015","A","2011",102.539,
"GRC","CPI","TOT","IDX2015","A","2012",104.0786,
"GRC","CPI","TOT","IDX2015","A","2013",103.1198,
"GRC","CPI","TOT","IDX2015","A","2014",101.7666,
"GRC","CPI","TOT","IDX2015","A","2015",100,
"GRC","CPI","TOT","IDX2015","A","2016",99.17434,
"GRC","CPI","TOT","IDX2015","A","2017",100.2863,
"GRC","CPI","TOT","IDX2015","A","2018",100.9138,
"GRC","CPI","TOT","IDX2015","A","2019",101.1691,
"GRC","CPI","TOT","IDX2015","A","2020",99.9065,
"GRC","CPI","TOT","IDX2015","A","2021",101.1292,
"HUN","CPI","TOT","IDX2015","A","2000",51.96151,
"HUN","CPI","TOT","IDX2015","A","2001",56.69874,
"HUN","CPI","TOT","IDX2015","A","2002",59.68419,
"HUN","CPI","TOT","IDX2015","A","2003",62.46608,
"HUN","CPI","TOT","IDX2015","A","2004",66.679,
"HUN","CPI","TOT","IDX2015","A","2005",69.05379,
"HUN","CPI","TOT","IDX2015","A","2006",71.76783,
"HUN","CPI","TOT","IDX2015","A","2007",77.47964,
"HUN","CPI","TOT","IDX2015","A","2008",82.16136,
"HUN","CPI","TOT","IDX2015","A","2009",85.62177,
"HUN","CPI","TOT","IDX2015","A","2010",89.77917,
"HUN","CPI","TOT","IDX2015","A","2011",93.30743,
"HUN","CPI","TOT","IDX2015","A","2012",98.5813,
"HUN","CPI","TOT","IDX2015","A","2013",100.2899,
"HUN","CPI","TOT","IDX2015","A","2014",100.0617,
"HUN","CPI","TOT","IDX2015","A","2015",100,
"HUN","CPI","TOT","IDX2015","A","2016",100.3948,
"HUN","CPI","TOT","IDX2015","A","2017",102.7523,
"HUN","CPI","TOT","IDX2015","A","2018",105.681,
"HUN","CPI","TOT","IDX2015","A","2019",109.2092,
"HUN","CPI","TOT","IDX2015","A","2020",112.8423,
"HUN","CPI","TOT","IDX2015","A","2021",118.6097,
"ISL","CPI","TOT","IDX2015","A","2000",46.443,
"ISL","CPI","TOT","IDX2015","A","2001",49.41771,
"ISL","CPI","TOT","IDX2015","A","2002",51.98596,
"ISL","CPI","TOT","IDX2015","A","2003",53.05462,
"ISL","CPI","TOT","IDX2015","A","2004",54.73019,
"ISL","CPI","TOT","IDX2015","A","2005",56.9123,
"ISL","CPI","TOT","IDX2015","A","2006",60.71807,
"ISL","CPI","TOT","IDX2015","A","2007",63.78529,
"ISL","CPI","TOT","IDX2015","A","2008",71.88245,
"ISL","CPI","TOT","IDX2015","A","2009",80.51058,
"ISL","CPI","TOT","IDX2015","A","2010",84.85552,
"ISL","CPI","TOT","IDX2015","A","2011",88.25061,
"ISL","CPI","TOT","IDX2015","A","2012",92.8272,
"ISL","CPI","TOT","IDX2015","A","2013",96.42172,
"ISL","CPI","TOT","IDX2015","A","2014",98.39318,
"ISL","CPI","TOT","IDX2015","A","2015",100,
"ISL","CPI","TOT","IDX2015","A","2016",101.6969,
"ISL","CPI","TOT","IDX2015","A","2017",103.4872,
"ISL","CPI","TOT","IDX2015","A","2018",106.2637,
"ISL","CPI","TOT","IDX2015","A","2019",109.4665,
"ISL","CPI","TOT","IDX2015","A","2020",112.584,
"ISL","CPI","TOT","IDX2015","A","2021",117.5875,
"IRL","CPI","TOT","IDX2015","A","2000",74.83179,
"IRL","CPI","TOT","IDX2015","A","2001",78.47828,
"IRL","CPI","TOT","IDX2015","A","2002",82.09985,
"IRL","CPI","TOT","IDX2015","A","2003",84.96553,
"IRL","CPI","TOT","IDX2015","A","2004",86.83446,
"IRL","CPI","TOT","IDX2015","A","2005",88.94427,
"IRL","CPI","TOT","IDX2015","A","2006",92.44123,
"IRL","CPI","TOT","IDX2015","A","2007",96.96819,
"IRL","CPI","TOT","IDX2015","A","2008",100.9054,
"IRL","CPI","TOT","IDX2015","A","2009",96.38674,
"IRL","CPI","TOT","IDX2015","A","2010",95.49796,
"IRL","CPI","TOT","IDX2015","A","2011",97.94003,
"IRL","CPI","TOT","IDX2015","A","2012",99.6013,
"IRL","CPI","TOT","IDX2015","A","2013",100.108,
"IRL","CPI","TOT","IDX2015","A","2014",100.2907,
"IRL","CPI","TOT","IDX2015","A","2015",100,
"IRL","CPI","TOT","IDX2015","A","2016",100.0083,
"IRL","CPI","TOT","IDX2015","A","2017",100.3489,
"IRL","CPI","TOT","IDX2015","A","2018",100.8389,
"IRL","CPI","TOT","IDX2015","A","2019",101.7859,
"IRL","CPI","TOT","IDX2015","A","2020",101.4453,
"IRL","CPI","TOT","IDX2015","A","2021",103.8375,
"ITA","CPI","TOT","IDX2015","A","2000",75.05739,
"ITA","CPI","TOT","IDX2015","A","2001",77.14787,
"ITA","CPI","TOT","IDX2015","A","2002",79.0498,
"ITA","CPI","TOT","IDX2015","A","2003",81.16246,
"ITA","CPI","TOT","IDX2015","A","2004",82.9535,
"ITA","CPI","TOT","IDX2015","A","2005",84.60037,
"ITA","CPI","TOT","IDX2015","A","2006",86.36923,
"ITA","CPI","TOT","IDX2015","A","2007",87.94956,
"ITA","CPI","TOT","IDX2015","A","2008",90.89397,
"ITA","CPI","TOT","IDX2015","A","2009",91.59818,
"ITA","CPI","TOT","IDX2015","A","2010",92.99553,
"ITA","CPI","TOT","IDX2015","A","2011",95.5814,
"ITA","CPI","TOT","IDX2015","A","2012",98.48837,
"ITA","CPI","TOT","IDX2015","A","2013",99.68993,
"ITA","CPI","TOT","IDX2015","A","2014",99.93023,
"ITA","CPI","TOT","IDX2015","A","2015",99.96899,
"ITA","CPI","TOT","IDX2015","A","2016",99.875,
"ITA","CPI","TOT","IDX2015","A","2017",101.1,
"ITA","CPI","TOT","IDX2015","A","2018",102.25,
"ITA","CPI","TOT","IDX2015","A","2019",102.875,
"ITA","CPI","TOT","IDX2015","A","2020",102.7333,
"ITA","CPI","TOT","IDX2015","A","2021",104.6583,
"JPN","CPI","TOT","IDX2015","A","2000",99.0498,
"JPN","CPI","TOT","IDX2015","A","2001",98.3626,
"JPN","CPI","TOT","IDX2015","A","2002",97.48028,
"JPN","CPI","TOT","IDX2015","A","2003",97.22575,
"JPN","CPI","TOT","IDX2015","A","2004",97.21727,
"JPN","CPI","TOT","IDX2015","A","2005",96.9373,
"JPN","CPI","TOT","IDX2015","A","2006",97.18333,
"JPN","CPI","TOT","IDX2015","A","2007",97.22575,
"JPN","CPI","TOT","IDX2015","A","2008",98.56622,
"JPN","CPI","TOT","IDX2015","A","2009",97.25121,
"JPN","CPI","TOT","IDX2015","A","2010",96.53008,
"JPN","CPI","TOT","IDX2015","A","2011",96.26707,
"JPN","CPI","TOT","IDX2015","A","2012",96.22466,
"JPN","CPI","TOT","IDX2015","A","2013",96.54704,
"JPN","CPI","TOT","IDX2015","A","2014",99.211,
"JPN","CPI","TOT","IDX2015","A","2015",100,
"JPN","CPI","TOT","IDX2015","A","2016",99.87274,
"JPN","CPI","TOT","IDX2015","A","2017",100.3563,
"JPN","CPI","TOT","IDX2015","A","2018",101.3489,
"JPN","CPI","TOT","IDX2015","A","2019",101.824,
"JPN","CPI","TOT","IDX2015","A","2020",101.7986,
"JPN","CPI","TOT","IDX2015","A","2021",101.561,
"KOR","CPI","TOT","IDX2015","A","2000",66.5722,
"KOR","CPI","TOT","IDX2015","A","2001",69.27941,
"KOR","CPI","TOT","IDX2015","A","2002",71.19309,
"KOR","CPI","TOT","IDX2015","A","2003",73.69543,
"KOR","CPI","TOT","IDX2015","A","2004",76.34159,
"KOR","CPI","TOT","IDX2015","A","2005",78.44388,
"KOR","CPI","TOT","IDX2015","A","2006",80.20286,
"KOR","CPI","TOT","IDX2015","A","2007",82.23566,
"KOR","CPI","TOT","IDX2015","A","2008",86.07927,
"KOR","CPI","TOT","IDX2015","A","2009",88.45204,
"KOR","CPI","TOT","IDX2015","A","2010",91.0519,
"KOR","CPI","TOT","IDX2015","A","2011",94.71762,
"KOR","CPI","TOT","IDX2015","A","2012",96.78916,
"KOR","CPI","TOT","IDX2015","A","2013",98.04872,
"KOR","CPI","TOT","IDX2015","A","2014",99.29862,
"KOR","CPI","TOT","IDX2015","A","2015",100,
"KOR","CPI","TOT","IDX2015","A","2016",100.9717,
"KOR","CPI","TOT","IDX2015","A","2017",102.9349,
"KOR","CPI","TOT","IDX2015","A","2018",104.4541,
"KOR","CPI","TOT","IDX2015","A","2019",104.8541,
"KOR","CPI","TOT","IDX2015","A","2020",105.4175,
"KOR","CPI","TOT","IDX2015","A","2021",108.0512,
"LUX","CPI","TOT","IDX2015","A","2000",73.30872,
"LUX","CPI","TOT","IDX2015","A","2001",75.26154,
"LUX","CPI","TOT","IDX2015","A","2002",76.82253,
"LUX","CPI","TOT","IDX2015","A","2003",78.39727,
"LUX","CPI","TOT","IDX2015","A","2004",80.14214,
"LUX","CPI","TOT","IDX2015","A","2005",82.13583,
"LUX","CPI","TOT","IDX2015","A","2006",84.32584,
"LUX","CPI","TOT","IDX2015","A","2007",86.27583,
"LUX","CPI","TOT","IDX2015","A","2008",89.21083,
"LUX","CPI","TOT","IDX2015","A","2009",89.53917,
"LUX","CPI","TOT","IDX2015","A","2010",91.575,
"LUX","CPI","TOT","IDX2015","A","2011",94.69833,
"LUX","CPI","TOT","IDX2015","A","2012",97.22,
"LUX","CPI","TOT","IDX2015","A","2013",98.90583,
"LUX","CPI","TOT","IDX2015","A","2014",99.5275,
"LUX","CPI","TOT","IDX2015","A","2015",100,
"LUX","CPI","TOT","IDX2015","A","2016",100.2908,
"LUX","CPI","TOT","IDX2015","A","2017",102.0267,
"LUX","CPI","TOT","IDX2015","A","2018",103.5858,
"LUX","CPI","TOT","IDX2015","A","2019",105.3917,
"LUX","CPI","TOT","IDX2015","A","2020",106.2558,
"LUX","CPI","TOT","IDX2015","A","2021",108.9408,
"MEX","CPI","TOT","IDX2015","A","2000",53.02106,
"MEX","CPI","TOT","IDX2015","A","2001",56.3973,
"MEX","CPI","TOT","IDX2015","A","2002",59.2345,
"MEX","CPI","TOT","IDX2015","A","2003",61.92784,
"MEX","CPI","TOT","IDX2015","A","2004",64.83127,
"MEX","CPI","TOT","IDX2015","A","2005",67.41678,
"MEX","CPI","TOT","IDX2015","A","2006",69.86364,
"MEX","CPI","TOT","IDX2015","A","2007",72.63503,
"MEX","CPI","TOT","IDX2015","A","2008",76.35756,
"MEX","CPI","TOT","IDX2015","A","2009",80.4025,
"MEX","CPI","TOT","IDX2015","A","2010",83.74461,
"MEX","CPI","TOT","IDX2015","A","2011",86.5981,
"MEX","CPI","TOT","IDX2015","A","2012",90.15859,
"MEX","CPI","TOT","IDX2015","A","2013",93.59038,
"MEX","CPI","TOT","IDX2015","A","2014",97.35142,
"MEX","CPI","TOT","IDX2015","A","2015",100,
"MEX","CPI","TOT","IDX2015","A","2016",102.8217,
"MEX","CPI","TOT","IDX2015","A","2017",109.0336,
"MEX","CPI","TOT","IDX2015","A","2018",114.3756,
"MEX","CPI","TOT","IDX2015","A","2019",118.5342,
"MEX","CPI","TOT","IDX2015","A","2020",122.5606,
"MEX","CPI","TOT","IDX2015","A","2021",129.5334,
"NLD","CPI","TOT","IDX2015","A","2000",75.055,
"NLD","CPI","TOT","IDX2015","A","2001",78.17416,
"NLD","CPI","TOT","IDX2015","A","2002",80.74416,
"NLD","CPI","TOT","IDX2015","A","2003",82.43333,
"NLD","CPI","TOT","IDX2015","A","2004",83.475,
"NLD","CPI","TOT","IDX2015","A","2005",84.88416,
"NLD","CPI","TOT","IDX2015","A","2006",85.81917,
"NLD","CPI","TOT","IDX2015","A","2007",87.20417,
"NLD","CPI","TOT","IDX2015","A","2008",89.3725,
"NLD","CPI","TOT","IDX2015","A","2009",90.43584,
"NLD","CPI","TOT","IDX2015","A","2010",91.58916,
"NLD","CPI","TOT","IDX2015","A","2011",93.73333,
"NLD","CPI","TOT","IDX2015","A","2012",96.035,
"NLD","CPI","TOT","IDX2015","A","2013",98.4425,
"NLD","CPI","TOT","IDX2015","A","2014",99.40334,
"NLD","CPI","TOT","IDX2015","A","2015",100,
"NLD","CPI","TOT","IDX2015","A","2016",100.3167,
"NLD","CPI","TOT","IDX2015","A","2017",101.7025,
"NLD","CPI","TOT","IDX2015","A","2018",103.435,
"NLD","CPI","TOT","IDX2015","A","2019",106.1592,
"NLD","CPI","TOT","IDX2015","A","2020",107.51,
"NLD","CPI","TOT","IDX2015","A","2021",110.3867,
"NZL","CPI","TOT","IDX2015","A","2000",71.33202,
"NZL","CPI","TOT","IDX2015","A","2001",73.20507,
"NZL","CPI","TOT","IDX2015","A","2002",75.16484,
"NZL","CPI","TOT","IDX2015","A","2003",76.48291,
"NZL","CPI","TOT","IDX2015","A","2004",78.23456,
"NZL","CPI","TOT","IDX2015","A","2005",80.61056,
"NZL","CPI","TOT","IDX2015","A","2006",83.32343,
"NZL","CPI","TOT","IDX2015","A","2007",85.30331,
"NZL","CPI","TOT","IDX2015","A","2008",88.68043,
"NZL","CPI","TOT","IDX2015","A","2009",90.55659,
"NZL","CPI","TOT","IDX2015","A","2010",92.64124,
"NZL","CPI","TOT","IDX2015","A","2011",96.37273,
"NZL","CPI","TOT","IDX2015","A","2012",97.3942,
"NZL","CPI","TOT","IDX2015","A","2013",98.49906,
"NZL","CPI","TOT","IDX2015","A","2014",99.70815,
"NZL","CPI","TOT","IDX2015","A","2015",100,
"NZL","CPI","TOT","IDX2015","A","2016",100.6462,
"NZL","CPI","TOT","IDX2015","A","2017",102.509,
"NZL","CPI","TOT","IDX2015","A","2018",104.1474,
"NZL","CPI","TOT","IDX2015","A","2019",105.8342,
"NZL","CPI","TOT","IDX2015","A","2020",107.6488,
"NZL","CPI","TOT","IDX2015","A","2021",111.8913,
"NOR","CPI","TOT","IDX2015","A","2000",75.45,
"NOR","CPI","TOT","IDX2015","A","2001",77.71667,
"NOR","CPI","TOT","IDX2015","A","2002",78.71667,
"NOR","CPI","TOT","IDX2015","A","2003",80.675,
"NOR","CPI","TOT","IDX2015","A","2004",81.04166,
"NOR","CPI","TOT","IDX2015","A","2005",82.28333,
"NOR","CPI","TOT","IDX2015","A","2006",84.2,
"NOR","CPI","TOT","IDX2015","A","2007",84.8,
"NOR","CPI","TOT","IDX2015","A","2008",87.98333,
"NOR","CPI","TOT","IDX2015","A","2009",89.91666,
"NOR","CPI","TOT","IDX2015","A","2010",92.09167,
"NOR","CPI","TOT","IDX2015","A","2011",93.275,
"NOR","CPI","TOT","IDX2015","A","2012",93.925,
"NOR","CPI","TOT","IDX2015","A","2013",95.91666,
"NOR","CPI","TOT","IDX2015","A","2014",97.875,
"NOR","CPI","TOT","IDX2015","A","2015",100,
"NOR","CPI","TOT","IDX2015","A","2016",103.55,
"NOR","CPI","TOT","IDX2015","A","2017",105.4917,
"NOR","CPI","TOT","IDX2015","A","2018",108.4083,
"NOR","CPI","TOT","IDX2015","A","2019",110.7583,
"NOR","CPI","TOT","IDX2015","A","2020",112.1833,
"NOR","CPI","TOT","IDX2015","A","2021",116.0917,
"POL","CPI","TOT","IDX2015","A","2000",70.33191,
"POL","CPI","TOT","IDX2015","A","2001",74.1357,
"POL","CPI","TOT","IDX2015","A","2002",75.54819,
"POL","CPI","TOT","IDX2015","A","2003",76.06396,
"POL","CPI","TOT","IDX2015","A","2004",78.63694,
